year,country,perc_cob,viv_ocup,viv_ocup_elec,deficit_viv,pob,hab_per_viv,rate_of_cov,pob_acceso,pob_no_acceso,perc_no_cob
2001,granada,89.12,29181.0,26007.0,3174.0,103130.0,3.53,5.09,91913.0,11217.0,10.88
2002,granada,90.51,29231.0,26456.0,2775.0,103466.0,3.54,1.39,93644.0,9822.0,9.49
2003,granada,91.45,29281.0,26776.0,2505.0,103803.0,3.55,0.94,94923.0,8880.0,8.55
2004,granada,92.31,29331.0,27076.0,2255.0,104141.0,3.55,0.86,96135.0,8006.0,7.69
2005,granada,93.11,29382.0,27356.0,2026.0,104480.0,3.56,0.8,97276.0,7204.0,6.9
2006,granada,93.83,29432.0,27615.0,1817.0,104821.0,3.56,0.72,98350.0,6471.0,6.17
2007,granada,94.47,29482.0,27853.0,1629.0,105162.0,3.57,0.64,99351.0,5811.0,5.53
2008,granada,95.05,29533.0,28072.0,1461.0,105505.0,3.57,0.58,100286.0,5219.0,4.95
2009,granada,95.56,29584.0,28271.0,1313.0,105848.0,3.58,0.51,101150.0,4698.0,4.44
2010,granada,96.01,29634.0,28451.0,1183.0,106193.0,3.58,0.45,101954.0,4239.0,3.99
2011,granada,96.46,29256.0,28221.0,1035.0,105000.0,3.59,0.45,101285.0,3715.0,3.54
2012,granada,96.7,29211.0,28247.0,964.0,105000.0,3.59,0.24,101535.0,3465.0,3.3
2013,granada,96.7,29281.0,28315.0,966.0,105252.0,3.59,0.0,101779.0,3473.0,3.3
2014,granada,96.7,29281.0,28315.0,966.0,105252.0,3.59,0.0,101779.0,3473.0,3.3
2015,granada,98.1,29758.0,29192.0,565.0,106830.0,3.59,1.4,104800.0,2030.0,1.9
1970,guatemala,26.62,889947.0,236906.0,653041.0,4537857.0,5.1,,1207988.0,3329869.0,73.38
1971,guatemala,27.46,918498.0,252175.0,666323.0,4658363.0,5.07,0.84,1278961.0,3379402.0,72.54
1972,guatemala,28.32,947521.0,268332.0,679189.0,4782070.0,5.05,0.86,1354252.0,3427818.0,71.68
1973,guatemala,29.21,977104.0,285417.0,691687.0,4909061.0,5.02,0.89,1433961.0,3475100.0,70.79
1974,guatemala,30.13,1007329.0,303469.0,703860.0,5039425.0,5.0,0.92,1518183.0,3521242.0,69.87
1975,guatemala,31.06,1038279.0,322527.0,715752.0,5173250.0,4.98,0.93,1606999.0,3566251.0,68.94
1976,guatemala,32.02,1070035.0,342629.0,727406.0,5310630.0,4.96,0.96,1700483.0,3610147.0,67.98
1977,guatemala,32.99,1102676.0,363815.0,738861.0,5451658.0,4.94,0.97,1798711.0,3652947.0,67.01
1978,guatemala,33.98,1136278.0,386120.0,750158.0,5596430.0,4.93,0.99,1901730.0,3694700.0,66.02
1979,guatemala,34.98,1170916.0,409580.0,761336.0,5745048.0,4.91,1.0,2009586.0,3735462.0,65.02
1980,guatemala,35.31,1206665.0,426122.0,780543.0,5897612.0,4.89,0.33,2082684.0,3814928.0,64.69
1981,guatemala,35.89,1256156.0,450826.0,805330.0,6054227.0,4.82,0.58,2172822.0,3881405.0,64.11
1982,guatemala,36.9,1291717.0,476697.0,815020.0,6204784.0,4.8,1.01,2289822.0,3914962.0,63.1
1983,guatemala,37.93,1328285.0,503759.0,824526.0,6359086.0,4.79,1.03,2411716.0,3947370.0,62.07
1984,guatemala,38.95,1365888.0,532033.0,833855.0,6517225.0,4.77,1.02,2538553.0,3978672.0,61.05
1985,guatemala,39.98,1404555.0,561538.0,843017.0,6679296.0,4.76,1.03,2670368.0,4008928.0,60.02
1986,guatemala,41.01,1444318.0,592286.0,852032.0,6845398.0,4.74,1.03,2807161.0,4038237.0,58.99
1987,guatemala,42.03,1485205.0,624287.0,860918.0,7015630.0,4.72,1.02,2948931.0,4066699.0,57.97
1988,guatemala,43.05,1527251.0,657544.0,869707.0,7190096.0,4.71,1.02,3095630.0,4094466.0,56.95
1989,guatemala,44.07,1570486.0,692057.0,878429.0,7368901.0,4.69,1.02,3247211.0,4121690.0,55.93
1990,guatemala,45.07,1614946.0,727819.0,887127.0,7552152.0,4.68,1.0,3403581.0,4148571.0,54.93
1991,guatemala,46.05,1660664.0,764816.0,895848.0,7739960.0,4.66,0.98,3564626.0,4175334.0,53.95
1992,guatemala,46.24,1707677.0,789576.0,918101.0,7932438.0,4.65,0.19,3667709.0,4264729.0,53.76
1993,guatemala,47.33,1749405.0,827968.0,921437.0,8129703.0,4.65,1.09,3847670.0,4282033.0,52.67
1994,guatemala,47.86,1805732.0,864211.0,941521.0,8331874.0,4.61,0.53,3987578.0,4344296.0,52.14
1995,guatemala,50.06,1887937.0,945157.0,942780.0,8649323.0,4.58,2.2,4330106.0,4319217.0,49.94
1996,guatemala,52.37,1973885.0,1033684.0,940201.0,8978866.0,4.55,2.31,4702052.0,4276814.0,47.63
1997,guatemala,54.78,2063746.0,1130503.0,933243.0,9320966.0,4.52,2.41,5105948.0,4215018.0,45.22
1998,guatemala,57.3,2157697.0,1236391.0,921306.0,9676099.0,4.48,2.52,5544542.0,4131557.0,42.7
1999,guatemala,59.94,2255925.0,1352197.0,903728.0,10044764.0,4.45,2.64,6020812.0,4023952.0,40.06
2000,guatemala,62.7,2358625.0,1478849.0,879776.0,10427475.0,4.42,2.76,6537988.0,3889487.0,37.3
2001,guatemala,65.59,2466001.0,1617365.0,848636.0,10824767.0,4.39,2.89,7099591.0,3725176.0,34.41
2002,guatemala,68.61,2578265.0,1768854.0,809411.0,11237196.0,4.36,3.02,7709432.0,3527764.0,31.39
2003,guatemala,70.43,2686903.0,1892334.0,794569.0,11518743.0,4.29,1.82,8112429.0,3406314.0,29.57
2004,guatemala,70.29,2780572.0,1954444.0,826128.0,11807343.0,4.25,-0.14,8299296.0,3508047.0,29.71
2005,guatemala,74.0,2879115.0,2130107.0,749008.0,12103175.0,4.2,3.69,8954508.0,3148667.0,26.02
2006,guatemala,74.1,2982879.0,2209326.0,773553.0,12406418.0,4.16,0.09,9189049.0,3217369.0,25.93
2007,guatemala,74.6,3092232.0,2305338.0,786894.0,12717260.0,4.11,0.48,9481042.0,3236218.0,25.45
2008,guatemala,79.9,3207555.0,2561713.0,645842.0,13035889.0,4.06,5.31,10411109.0,2624780.0,20.14
2009,guatemala,81.7,3329244.0,2720497.0,608747.0,13362502.0,4.01,1.86,10919190.0,2443312.0,18.28
2010,guatemala,81.8,3457701.0,2828926.0,628775.0,13697298.0,3.96,0.1,11206476.0,2490822.0,18.18
2011,guatemala,81.9,3734211.0,3059066.0,675145.0,14687620.0,3.93,0.1,12032100.0,2655520.0,18.08
2012,guatemala,85.7,3853964.0,3302847.0,551117.0,15051000.0,3.91,3.78,12898706.0,2152294.0,14.3
2013,guatemala,89.6,3999644.0,3583281.0,416363.0,15619928.0,3.91,3.89,13993893.0,1626034.0,10.41
2014,guatemala,90.2,4155230.0,3748017.0,407213.0,16227543.0,3.91,0.61,14637244.0,1590299.0,9.8
2015,guatemala,91.96,4179770.0,3843716.0,336053.0,16342900.0,3.91,1.76,15028931.0,1313969.0,8.04
1970,guyana,19.13,110129.0,21073.0,89056.0,699022.0,6.35,,133757.0,565265.0,80.87
1971,guyana,20.02,111820.0,22391.0,89429.0,700124.0,6.26,0.89,140194.0,559930.0,79.98
1972,guyana,20.95,113536.0,23781.0,89755.0,701227.0,6.18,0.93,146877.0,554350.0,79.05
1973,guyana,21.9,115279.0,25245.0,90034.0,702333.0,6.09,0.95,153804.0,548529.0,78.1
1974,guyana,22.88,117048.0,26786.0,90262.0,703440.0,6.01,0.98,160980.0,542460.0,77.12
1975,guyana,23.9,118845.0,28406.0,90439.0,704549.0,5.93,1.02,168399.0,536150.0,76.1
1976,guyana,24.95,120669.0,30107.0,90562.0,705660.0,5.85,1.05,176063.0,529597.0,75.05
1977,guyana,26.03,122521.0,31891.0,90630.0,706772.0,5.77,1.08,183966.0,522806.0,73.97
1978,guyana,27.14,124402.0,33760.0,90642.0,707886.0,5.69,1.11,192105.0,515781.0,72.86
1979,guyana,28.28,126311.0,35715.0,90596.0,709002.0,5.61,1.14,200473.0,508529.0,71.72
1980,guyana,29.44,128250.0,37759.0,90491.0,710120.0,5.54,1.16,209072.0,501048.0,70.56
1981,guyana,30.63,130218.0,39891.0,90327.0,711239.0,5.46,1.19,217881.0,493358.0,69.37
1982,guyana,31.85,132217.0,42113.0,90104.0,712360.0,5.39,1.22,226897.0,485463.0,68.15
1983,guyana,33.09,134247.0,44424.0,89823.0,713483.0,5.31,1.24,236100.0,477383.0,66.91
1984,guyana,34.35,136307.0,46825.0,89482.0,714608.0,5.24,1.26,245486.0,469122.0,65.65
1985,guyana,35.63,138399.0,49316.0,89083.0,715735.0,5.17,1.28,255039.0,460696.0,64.37
1986,guyana,36.93,140524.0,51895.0,88629.0,716863.0,5.1,1.3,264735.0,452128.0,63.07
1987,guyana,38.24,142681.0,54560.0,88121.0,717993.0,5.03,1.31,274554.0,443439.0,61.76
1988,guyana,39.56,144871.0,57310.0,87561.0,719125.0,4.96,1.32,284481.0,434644.0,60.44
1989,guyana,40.89,147094.0,60142.0,86952.0,720258.0,4.9,1.33,294490.0,425768.0,59.11
1990,guyana,42.22,149352.0,63053.0,86299.0,721394.0,4.83,1.33,304556.0,416838.0,57.78
1991,guyana,43.55,151645.0,66039.0,85606.0,722531.0,4.76,1.33,314651.0,407880.0,56.45
1992,guyana,50.0,154150.0,77075.0,77075.0,723670.0,4.69,6.45,361835.0,361835.0,50.0
1993,guyana,51.72,156403.0,80885.0,75518.0,725121.0,4.64,1.72,375002.0,350119.0,48.28
1994,guyana,53.43,158871.0,84884.0,73987.0,726576.0,4.57,1.71,388206.0,338370.0,46.57
1995,guyana,55.2,161379.0,89080.0,72299.0,728033.0,4.51,1.77,401869.0,326164.0,44.8
1996,guyana,57.03,163926.0,93484.0,70442.0,729493.0,4.45,1.83,416017.0,313476.0,42.97
1997,guyana,58.92,166514.0,98105.0,68409.0,730956.0,4.39,1.89,430657.0,300299.0,41.08
1998,guyana,60.87,169142.0,102955.0,66187.0,732422.0,4.33,1.95,445818.0,286604.0,39.13
1999,guyana,62.89,171812.0,108045.0,63767.0,733891.0,4.27,2.02,461512.0,272379.0,37.11
2000,guyana,64.97,174524.0,113386.0,61138.0,735362.0,4.21,2.08,477755.0,257607.0,35.03
2001,guyana,67.12,177279.0,118992.0,58287.0,736837.0,4.16,2.15,494575.0,242262.0,32.88
2002,guyana,68.38,182609.0,124874.0,57735.0,738315.0,4.04,1.26,504884.0,233431.0,31.62
2003,guyana,74.88,182613.0,136748.0,45865.0,738558.0,4.04,6.5,553062.0,185496.0,25.12
2004,guyana,75.89,185185.0,140530.0,44655.0,738801.0,3.99,1.01,560649.0,178152.0,24.11
2005,guyana,76.78,187794.0,144186.0,43608.0,739044.0,3.94,0.89,567429.0,171615.0,23.22
2006,guyana,77.56,190439.0,147709.0,42730.0,739287.0,3.88,0.78,573409.0,165878.0,22.44
2007,guyana,78.24,193121.0,151092.0,42029.0,739530.0,3.83,0.68,578586.0,160944.0,21.76
2008,guyana,78.81,195841.0,154333.0,41508.0,739774.0,3.78,0.57,582981.0,156793.0,21.19
2009,guyana,79.27,198599.0,157429.0,41170.0,740017.0,3.73,0.46,586610.0,153407.0,20.73
2010,guyana,79.63,201396.0,160377.0,41019.0,740260.0,3.68,0.36,589489.0,150771.0,20.37
2011,guyana,79.99,208507.0,166785.0,41722.0,756000.0,3.63,0.36,604725.0,151275.0,20.01
2012,guyana,80.39,211654.0,170148.0,41506.0,757000.0,3.58,0.4,608550.0,148450.0,19.61
2013,guyana,80.39,212501.0,170829.0,41671.0,760028.0,3.58,0.0,610987.0,149041.0,19.61
2014,guyana,80.39,212501.0,170829.0,41671.0,760028.0,3.58,0.0,610987.0,149041.0,19.61
2015,guyana,80.5,214271.0,172488.0,41783.0,767090.0,3.58,0.11,617507.0,149583.0,19.5
1970,haiti,20.6,532041.0,109335.0,422706.0,4269617.0,8.02,,877411.0,3392206.0,79.45
1971,haiti,20.9,548383.0,114448.0,433935.0,4329991.0,7.9,0.32,903673.0,3426318.0,79.13
1972,haiti,21.2,565227.0,119772.0,445455.0,4391219.0,7.77,0.32,930502.0,3460717.0,78.81
1973,haiti,21.5,582589.0,125373.0,457216.0,4453312.0,7.64,0.33,958352.0,3494960.0,78.48
1974,haiti,21.9,600483.0,131206.0,469277.0,4516283.0,7.52,0.33,986811.0,3529472.0,78.15
1975,haiti,22.2,618927.0,137278.0,481649.0,4580145.0,7.4,0.33,1015876.0,3564269.0,77.82
1976,haiti,22.5,637938.0,143664.0,494274.0,4644910.0,7.28,0.34,1046036.0,3598874.0,77.48
1977,haiti,22.9,657533.0,150378.0,507155.0,4710590.0,7.16,0.35,1077313.0,3633277.0,77.13
1978,haiti,23.2,677729.0,157301.0,520428.0,4777200.0,7.05,0.34,1108789.0,3668411.0,76.79
1979,haiti,23.6,698546.0,164647.0,533899.0,4844751.0,6.94,0.36,1141906.0,3702845.0,76.43
1980,haiti,23.9,720002.0,172225.0,547777.0,4913257.0,6.82,0.35,1175255.0,3738002.0,76.08
1981,haiti,24.3,742117.0,180186.0,561931.0,4982732.0,6.71,0.36,1209807.0,3772925.0,75.72
1982,haiti,24.7,764912.0,188551.0,576361.0,5053190.0,6.61,0.37,1245613.0,3807577.0,75.35
1983,haiti,24.8,796338.0,197253.0,599085.0,5176200.0,6.5,0.12,1282145.0,3894055.0,75.23
1984,haiti,24.9,829056.0,206352.0,622704.0,5302205.0,6.4,0.12,1319719.0,3982486.0,75.11
1985,haiti,25.0,863118.0,215866.0,647252.0,5431277.0,6.29,0.12,1358364.0,4072913.0,74.99
1986,haiti,25.1,898579.0,225723.0,672856.0,5563491.0,6.19,0.11,1397549.0,4165942.0,74.88
1987,haiti,25.2,935497.0,236120.0,699377.0,5698924.0,6.09,0.12,1438412.0,4260512.0,74.76
1988,haiti,25.4,973932.0,246989.0,726943.0,5837653.0,5.99,0.12,1480428.0,4357225.0,74.64
1989,haiti,25.5,1013946.0,258252.0,755694.0,5979760.0,5.9,0.11,1523045.0,4456715.0,74.53
1990,haiti,25.6,1055605.0,270129.0,785476.0,6125326.0,5.8,0.12,1567469.0,4557857.0,74.41
1991,haiti,25.7,1098974.0,282436.0,816538.0,6274435.0,5.71,0.11,1612528.0,4661907.0,74.3
1992,haiti,25.8,1144126.0,295299.0,848827.0,6427174.0,5.62,0.11,1658854.0,4768320.0,74.19
1993,haiti,25.9,1191132.0,308741.0,882391.0,6583632.0,5.53,0.11,1706475.0,4877157.0,74.08
1994,haiti,26.0,1240070.0,322914.0,917156.0,6743898.0,5.44,0.12,1756110.0,4987788.0,73.96
1995,haiti,26.1,1291018.0,337472.0,953546.0,6908065.0,5.35,0.1,1805768.0,5102297.0,73.86
1996,haiti,26.3,1344060.0,352816.0,991244.0,7076229.0,5.26,0.11,1857511.0,5218718.0,73.75
1997,haiti,26.4,1399281.0,368850.0,1030431.0,7248486.0,5.18,0.11,1910698.0,5337788.0,73.64
1998,haiti,26.5,1456770.0,385607.0,1071163.0,7424937.0,5.1,0.11,1965381.0,5459556.0,73.53
1999,haiti,26.6,1516622.0,402966.0,1113656.0,7605683.0,5.01,0.1,2020828.0,5584855.0,73.43
2000,haiti,26.7,1578932.0,421101.0,1157831.0,7790829.0,4.93,0.1,2077813.0,5713016.0,73.33
2001,haiti,26.8,1643803.0,440210.0,1203593.0,7980482.0,4.85,0.11,2137171.0,5843311.0,73.22
2002,haiti,26.9,1711338.0,460008.0,1251330.0,8174751.0,4.78,0.1,2197375.0,5977376.0,73.12
2003,haiti,27.0,1781649.0,480689.0,1300960.0,8373750.0,4.7,0.1,2259238.0,6114512.0,73.02
2004,haiti,27.1,1853442.0,502283.0,1351159.0,8571089.0,4.62,0.12,2322766.0,6248323.0,72.9
2005,haiti,27.2,1928127.0,524643.0,1403484.0,8773079.0,4.55,0.11,2387153.0,6385926.0,72.79
2006,haiti,27.3,2005822.0,548191.0,1457631.0,8979828.0,4.48,0.12,2454186.0,6525642.0,72.67
2007,haiti,27.4,2086649.0,572576.0,1514073.0,9191451.0,4.4,0.11,2522132.0,6669319.0,72.56
2008,haiti,27.6,2170731.0,598254.0,1572477.0,9408060.0,4.33,0.12,2592864.0,6815196.0,72.44
2009,haiti,27.7,2258203.0,624845.0,1633358.0,9629774.0,4.26,0.11,2664559.0,6965215.0,72.33
2010,haiti,27.8,2349198.0,652607.0,1696591.0,9856713.0,4.2,0.11,2738194.0,7118519.0,72.22
2011,haiti,27.9,2424482.0,676188.0,1748294.0,10009000.0,4.13,0.11,2791510.0,7217490.0,72.11
2012,haiti,28.0,2494143.0,698360.0,1795783.0,10131000.0,4.06,0.11,2836680.0,7294320.0,72.0
2013,haiti,28.0,2496887.0,699128.0,1797758.0,10142144.0,4.06,0.0,2839800.0,7302344.0,72.0
2014,haiti,28.0,2496887.0,699128.0,1797758.0,10142144.0,4.06,0.0,2839800.0,7302344.0,72.0
2015,haiti,30.0,2638195.0,791458.0,1846736.0,10711070.0,4.06,2.0,3213321.0,7497749.0,70.0
1970,honduras,31.99,400072.0,128000.0,272072.0,2631247.0,6.58,,841848.0,1789399.0,68.01
1971,honduras,32.41,415094.0,134550.0,280544.0,2711271.0,6.53,0.42,878841.0,1832430.0,67.59
1972,honduras,32.83,430692.0,141393.0,289299.0,2793729.0,6.49,0.42,917161.0,1876568.0,67.17
1973,honduras,33.24,446909.0,148570.0,298339.0,2878694.0,6.44,0.41,956990.0,1921704.0,66.76
1974,honduras,33.65,463894.0,156099.0,307795.0,2966244.0,6.39,0.41,998133.0,1968111.0,66.35
1975,honduras,33.99,482452.0,164000.0,318452.0,3061360.0,6.35,0.34,1040649.0,2020711.0,66.01
1976,honduras,34.34,501778.0,172294.0,329484.0,3159527.0,6.3,0.35,1084877.0,2074650.0,65.66
1977,honduras,34.69,521823.0,181004.0,340819.0,3260841.0,6.25,0.35,1131083.0,2129758.0,65.31
1978,honduras,35.05,542573.0,190153.0,352420.0,3365404.0,6.2,0.36,1179457.0,2185947.0,64.95
1979,honduras,35.4,564275.0,199766.0,364509.0,3473320.0,6.16,0.35,1229633.0,2243687.0,64.6
1980,honduras,35.74,587175.0,209870.0,377305.0,3584696.0,6.1,0.34,1281254.0,2303442.0,64.26
1981,honduras,36.08,611203.0,220495.0,390708.0,3699644.0,6.05,0.34,1334668.0,2364976.0,63.92
1982,honduras,36.66,631939.0,231670.0,400269.0,3818278.0,6.04,0.58,1399788.0,2418490.0,63.34
1983,honduras,37.14,655503.0,243428.0,412075.0,3940716.0,6.01,0.48,1463427.0,2477289.0,62.86
1984,honduras,37.49,682377.0,255804.0,426573.0,4067080.0,5.96,0.35,1524634.0,2542446.0,62.51
1985,honduras,37.82,710919.0,268835.0,442084.0,4197496.0,5.9,0.33,1587289.0,2610207.0,62.18
1986,honduras,38.15,740586.0,282558.0,458028.0,4332094.0,5.85,0.33,1652837.0,2679257.0,61.85
1987,honduras,38.53,770901.0,297015.0,473886.0,4471008.0,5.8,0.38,1722603.0,2748405.0,61.47
1988,honduras,38.92,802260.0,312250.0,490010.0,4614377.0,5.75,0.39,1795975.0,2818402.0,61.08
1989,honduras,39.52,830708.0,328308.0,502400.0,4739586.0,5.71,0.6,1873154.0,2866432.0,60.48
1990,honduras,40.24,857866.0,345239.0,512627.0,4868193.0,5.67,0.72,1959152.0,2909041.0,59.76
1991,honduras,41.03,885051.0,363093.0,521958.0,5000289.0,5.65,0.79,2051373.0,2948916.0,58.97
1992,honduras,41.77,914410.0,381925.0,532485.0,5135969.0,5.62,0.74,2145159.0,2990810.0,58.23
1993,honduras,42.48,945792.0,401790.0,544002.0,5275332.0,5.58,0.71,2241059.0,3034273.0,57.52
1994,honduras,43.18,979050.0,422748.0,556302.0,5418475.0,5.53,0.7,2339665.0,3078810.0,56.82
1995,honduras,45.09,1009802.0,455344.0,554458.0,5565503.0,5.51,1.91,2509619.0,3055884.0,54.91
1996,honduras,47.33,1036694.0,490680.0,546014.0,5716521.0,5.51,2.24,2705700.0,3010821.0,52.67
1997,honduras,49.76,1063726.0,529340.0,534386.0,5871636.0,5.52,2.43,2921891.0,2949745.0,50.24
1998,honduras,50.16,1169974.0,586801.0,583173.0,6030960.0,5.15,0.4,3024831.0,3006129.0,49.84
1999,honduras,51.7,1195341.0,617982.0,577359.0,6194607.0,5.18,1.54,3202564.0,2992043.0,48.3
2000,honduras,54.89,1206101.0,661973.0,544128.0,6362695.0,5.28,3.19,3492189.0,2870506.0,45.11
2001,honduras,57.48,1235529.0,710124.0,525405.0,6535344.0,5.29,2.59,3756209.0,2779135.0,42.52
2002,honduras,60.13,1263304.0,759586.0,503718.0,6667436.0,5.28,2.65,4008925.0,2658511.0,39.87
2003,honduras,62.09,1299021.0,806563.0,492458.0,6802198.0,5.24,1.96,4223489.0,2578709.0,37.91
2004,honduras,64.62,1330744.0,859949.0,470795.0,6939683.0,5.21,2.53,4484539.0,2455144.0,35.38
2005,honduras,66.53,1362727.0,906641.0,456086.0,7079947.0,5.2,1.91,4710386.0,2369561.0,33.47
2006,honduras,69.13,1430118.0,988696.0,441422.0,7223047.0,5.05,2.6,4993572.0,2229475.0,30.87
2007,honduras,72.6,1490517.0,1082170.0,408347.0,7369038.0,4.94,3.47,5350192.0,2018846.0,27.4
2008,honduras,76.41,1524128.0,1164517.0,359611.0,7517981.0,4.93,3.81,5744148.0,1773833.0,23.59
2009,honduras,79.33,1557698.0,1235732.0,321966.0,7669934.0,4.92,2.92,6084609.0,1585325.0,20.67
2010,honduras,81.27,1591185.0,1293100.0,298085.0,7824958.0,4.92,1.94,6359068.0,1465890.0,18.73
2011,honduras,83.26,1579824.0,1315362.0,264462.0,7769090.0,4.92,1.99,6468547.0,1300543.0,16.74
2012,honduras,86.13,1611325.0,1387834.0,223491.0,7924000.0,4.92,2.87,6824940.0,1099060.0,13.87
2013,honduras,89.15,1657570.0,1477724.0,179846.0,8151419.0,4.92,3.02,7266990.0,884429.0,10.85
2014,honduras,72.35,1707629.0,1235469.0,472159.0,8397592.0,4.92,-16.8,6075658.0,2321934.0,27.65
2015,honduras,79.92,2223776.0,1777228.0,446548.0,8576532.0,3.86,7.57,6854311.0,1722221.0,20.08
1970,jamaica,27.2,391194.0,106393.0,284801.0,1863300.0,4.76,,506762.0,1356538.0,72.8
1971,jamaica,28.95,399490.0,115634.0,283856.0,1888576.0,4.73,1.75,546656.0,1341920.0,71.05
1972,jamaica,30.79,407805.0,125550.0,282255.0,1914196.0,4.69,1.84,589319.0,1324877.0,69.21
1973,jamaica,32.72,416188.0,136169.0,280019.0,1940162.0,4.66,1.93,634785.0,1305377.0,67.28
1974,jamaica,34.74,424683.0,147515.0,277168.0,1966481.0,4.63,2.02,683063.0,1283418.0,65.26
1975,jamaica,36.83,433332.0,159609.0,273723.0,1993157.0,4.6,2.09,734139.0,1259018.0,63.17
1976,jamaica,39.0,442172.0,172467.0,269705.0,2020195.0,4.57,2.17,787967.0,1232228.0,61.0
1977,jamaica,41.24,451236.0,186101.0,265135.0,2047599.0,4.54,2.24,844481.0,1203118.0,58.76
1978,jamaica,43.54,460555.0,200516.0,260039.0,2075375.0,4.51,2.3,903575.0,1171800.0,56.46
1979,jamaica,45.88,470154.0,215709.0,254445.0,2103529.0,4.47,2.34,965110.0,1138419.0,54.12
1980,jamaica,47.48,480059.0,227909.0,252150.0,2132064.0,4.44,1.6,1012202.0,1119862.0,52.52
1981,jamaica,49.35,490292.0,241968.0,248324.0,2160986.0,4.41,1.87,1066486.0,1094500.0,50.65
1982,jamaica,49.42,508710.0,251388.0,257322.0,2190300.0,4.31,0.07,1082375.0,1107925.0,50.58
1983,jamaica,51.09,517244.0,264234.0,253010.0,2214576.0,4.28,1.67,1131316.0,1083260.0,48.92
1984,jamaica,53.1,523030.0,277737.0,245293.0,2226815.0,4.26,2.01,1182473.0,1044342.0,46.9
1985,jamaica,55.2,528881.0,291930.0,236951.0,2239121.0,4.23,2.1,1235943.0,1003178.0,44.8
1986,jamaica,57.38,534797.0,306848.0,227949.0,2251495.0,4.21,2.18,1291830.0,959665.0,42.62
1987,jamaica,59.64,540779.0,322528.0,218251.0,2263938.0,4.19,2.26,1350244.0,913694.0,40.36
1988,jamaica,62.0,546829.0,339010.0,207819.0,2276449.0,4.16,2.36,1411299.0,865150.0,38.0
1989,jamaica,64.44,552946.0,356334.0,196612.0,2289030.0,4.14,2.44,1475116.0,813914.0,35.56
1990,jamaica,66.99,559132.0,374543.0,184589.0,2301680.0,4.12,2.55,1541815.0,759865.0,33.01
1991,jamaica,69.24,568569.0,393683.0,174886.0,2314400.0,4.07,2.25,1602514.0,711886.0,30.76
1992,jamaica,71.09,582400.0,414016.0,168384.0,2342174.0,4.02,1.85,1665003.0,677171.0,28.91
1993,jamaica,72.98,596567.0,435399.0,161168.0,2370282.0,3.97,1.89,1729929.0,640353.0,27.02
1994,jamaica,74.93,611079.0,457887.0,153192.0,2398726.0,3.93,1.95,1797387.0,601339.0,25.07
1995,jamaica,76.93,625944.0,481536.0,144408.0,2427512.0,3.88,2.0,1867474.0,560038.0,23.07
1996,jamaica,78.98,641170.0,506406.0,134764.0,2456644.0,3.83,2.05,1940295.0,516349.0,21.02
1997,jamaica,81.09,656767.0,532561.0,124206.0,2486125.0,3.79,2.11,2015956.0,470169.0,18.91
1998,jamaica,83.25,672743.0,560067.0,112676.0,2515960.0,3.74,2.16,2094568.0,421392.0,16.75
1999,jamaica,85.47,689108.0,588993.0,100115.0,2546153.0,3.69,2.22,2176243.0,369910.0,14.53
2000,jamaica,87.75,705871.0,619413.0,86458.0,2576708.0,3.65,2.28,2261102.0,315606.0,12.25
2001,jamaica,90.09,723042.0,651405.0,71637.0,2607630.0,3.61,2.34,2349273.0,258357.0,9.91
2002,jamaica,90.46,726846.0,657519.0,69327.0,2623040.0,3.61,0.37,2372853.0,250187.0,9.54
2003,jamaica,91.07,739862.0,673806.0,66056.0,2638541.0,3.57,0.61,2402968.0,235573.0,8.93
2004,jamaica,91.51,753286.0,689350.0,63936.0,2654134.0,3.52,0.44,2428861.0,225273.0,8.49
2005,jamaica,91.79,767093.0,704136.0,62957.0,2669819.0,3.48,0.28,2450701.0,219118.0,8.21
2006,jamaica,91.92,781244.0,718158.0,63086.0,2685596.0,3.44,0.13,2468732.0,216864.0,8.08
2007,jamaica,92.12,795682.0,732973.0,62709.0,2701467.0,3.4,0.2,2488560.0,212907.0,7.88
2008,jamaica,92.3,810334.0,747902.0,62432.0,2717432.0,3.35,0.18,2508068.0,209364.0,7.7
2009,jamaica,92.73,825102.0,765109.0,59993.0,2733491.0,3.31,0.43,2534739.0,198752.0,7.27
2010,jamaica,92.78,839861.0,779223.0,60638.0,2749645.0,3.27,0.05,2551121.0,198524.0,7.22
2011,jamaica,92.83,841284.0,780964.0,60320.0,2751000.0,3.27,0.05,2553754.0,197246.0,7.17
2012,jamaica,93.0,844037.0,784954.0,59083.0,2760000.0,3.27,0.17,2566799.0,193201.0,7.0
2013,jamaica,93.0,845472.0,786289.0,59183.0,2764692.0,3.27,0.0,2571164.0,193528.0,7.0
2014,jamaica,98.0,845472.0,828562.0,16909.0,2764692.0,3.27,5.0,2709398.0,55294.0,2.0
2015,jamaica,98.0,833621.0,816948.0,16672.0,2725940.0,3.27,0.0,2671421.0,54519.0,2.0
1970,mexico,60.0,7296580.0,4378060.0,2918520.0,47111007.0,6.46,,28267327.0,18843680.0,40.0
1971,mexico,60.68,7592264.0,4607091.0,2985173.0,48412481.0,6.38,0.68,29377364.0,19035117.0,39.32
1972,mexico,61.35,7898970.0,4845959.0,3053011.0,49749909.0,6.3,0.67,30521197.0,19228712.0,38.65
1973,mexico,62.83,8217315.0,5162758.0,3054557.0,51124285.0,6.22,1.48,32120262.0,19004023.0,37.17
